1383	1348
1383	1351
1385	1346
1387	1347
1384	1349
1385	1349
1385	1352
1380	1348
1386	1349
1385	1349
1386	1350
1386	1346
1385	1352
1383	1345
1381	1351
1386	1349
1383	1349
1386	1348
1384	1351
1386	1343
1381	1350
1383	1352
1380	1352
1384	1350
1383	1350
1382	1346
1385	1347
1383	1349
1383	1347
1383	1348
1383	1352
1384	1352
1386	1344
1386	1350
1384	1351
1383	1351
1386	1349
1382	1350
1384	1348
1384	1350
1384	1352
1384	1352
1385	1349
1385	1349
1382	1347
1386	1352
1382	1352
1383	1349
1383	1350
1383	1348
1384	1352
1381	1350
1385	1350
1382	1350
1384	1352
1385	1349
1381	1351
1385	1352
1384	299
1386	209
859	232
288	260
266	367
287	1339
426	1352
1345	1351
1386	1350
1384	1347
1382	1351
1385	1348
1386	1350
1386	1349
1382	1349
1385	1350
1385	1351
1382	1350
1384	1348
1385	1350
1384	1349
1386	1350
1386	1350
1385	1351
1383	1351
1385	1351
1386	1354
1386	1352
1384	1342
1383	1133
1384	688
1374	621
1353	625
1351	639
1346	649
1349	669
1358	672
1351	650
1335	581
1285	479
702	474
470	546
463	605
485	668
529	1100
636	1352
1343	1348
1385	1353
1384	1352
1386	1350
1386	1354
1384	1348
1384	1352
1386	1353
1384	1352
1383	1350
1383	1349
1384	1351
1384	1352
1386	1333
1382	798
1359	501
1245	448
595	446
480	469
445	525
425	755
421	1273
438	1350
518	1353
1309	1352
1381	1353
1384	1352
1385	1352
1385	1349
1386	1353
1385	1349
1386	1355
1383	1348
1384	1349
1382	1352
1385	1349
1386	1349
1385	1352
1386	1351
1385	1350
1384	1348
1385	1352
1385	1348
1385	1348
1380	1348
1386	1351
1385	1350
1383	1350
1384	1351
1382	1350
1386	1349
1383	1347
1384	1348
1380	1349
1387	1351
1386	1352
1386	1349
1385	1348
1383	1353
1003	1331
470	889
410	507
398	419
416	387
563	432
1375	1338
1386	1353
1384	1351
1389	1347
1386	1346
1384	1349
1387	1350
1386	1348
1386	1346
1388	1348
1386	1349
1383	1351
1385	1349
1386	1349
1386	1351
1384	1351
1386	1344
1383	1347
1385	1348
1383	1349
1383	1352
1385	1351
1386	1350
1386	1351
1386	1350
1385	1349
1380	1349
1380	1351
718	1091
402	415
423	409
495	444
712	739
1350	1342
1386	1348
1386	1350
1387	1351
1384	1350
1386	1348
1385	1352
1383	1350
1386	1349
1385	1349
1386	1349
1386	1350
1386	1352
1382	1348
1386	1352
1380	1346
1216	1224
748	831
634	738
582	653
550	599
559	564
668	770
1354	1341
1382	1350
1384	1355
1386	1351
1384	1350
1386	1354
1383	1352
1385	1352
1385	1350
1383	1353
1384	1351
1381	1348
1381	1352
1386	1349
1384	1348
1383	1352
1384	1349
1385	1352
1384	1347
1385	1349
1382	1352
1382	1348
1382	1352
1382	1349
1384	1351
1385	1350
1384	1348
1383	1351
1382	362
1381	62
1381	69
1348	72
322	150
77	1140
64	608
266	582
453	940
615	1264
606	1333
680	1349
1020	1352
1337	1353
1386	1336
1387	1276
1388	1013
1385	759
1287	837
810	1204
780	1341
866	1356
1186	1353
1368	1351
1386	1350
1384	1351
1383	1352
1383	1349
1385	1348
1383	1350
1387	1349
1384	1349
1385	1349
1383	1354
1382	1348
1384	1350
1384	1348
1382	1349
1383	1351
1384	1347
1386	1349
1382	1349
1384	1350
1381	1349
1385	1349
1385	1348
1385	1350
1381	1348
1385	1351
1385	1348
1384	1348
1382	1351
1382	1351
1385	1349
1385	1352
1384	1350
1382	1351
1384	1350
1386	1350
1385	1352
1383	1350
1384	1351
1386	1351
1386	1354
1382	1349
1384	1349
1379	1348
1380	1350
1384	1351
1380	1352
1385	1352
1385	1351
1379	1350
1381	1352
1384	1348
1386	1350
1386	1150
1386	661
683	778
708	1332
1257	1347
1387	1351
1386	1349
1379	1351
1384	1351
1384	1353
1386	1308
1359	624
653	621
607	1209
1047	1345
1374	1350
1385	1347
1384	1352
1385	1350
1383	1351
1387	1351
1385	1273
1387	828
938	1046
842	1348
1332	1350
1383	1349
1386	1350
1385	1350
1389	1349
1384	1348
1386	1350
1385	1351
1384	1350
1384	1352
1386	1348
1382	1347
1386	1352
1381	1350
1384	1350
1385	1349
1381	1347
1384	1349
1386	1349
1387	1348
1386	1349
1389	1350
1386	1347
1386	1348
1386	1348
1386	1348
1386	1348
1384	1347
1383	1351
1385	1348
1386	1348
1385	1350
1384	1350
1380	1350
1388	1352
1383	1351
1384	1350
1380	1350
1385	1348
1381	1348
1384	1347
1386	1347
1387	1350
1383	1349
1386	1350
1382	1349
1384	1352
1385	1351